x,y,z
0.31048401999999997,0.53864,0.008
0.31048401999999997,0.53864,0.033
0.31048401999999997,0.53864,0.058
0.31048401999999997,0.53864,0.08300000000000002
0.31048401999999997,0.53864,0.10800000000000001
0.31048401999999997,0.53864,0.133
0.31048401999999997,0.53864,0.15800000000000003
0.31048401999999997,0.53864,0.18300000000000002
0.31048401999999997,0.53864,0.20800000000000002
0.31048401999999997,0.53864,0.233
0.31048401999999997,0.53864,0.258
0.31048401999999997,0.53864,0.28300000000000003
0.31048401999999997,0.53864,0.30800000000000005
0.31048401999999997,0.53864,0.333
0.31048401999999997,0.53864,0.35800000000000004
0.31048401999999997,0.53864,0.383
